Category,Sub Category,Product,Description,Price,Product Image,Product Url,Configuration
iPads/iPhones/iPods,iPads/iPhones/iPods;iPhones;iPhone5/5s;IP0500G064BS,iPhone 5 64Gb A1429 MD662 Black/Slate [used/refurb][IP0500G064BS],"iPhone 5 with Apple A6 processor @ 1.3Ghz (1x processor; 2x cores);Ultra high-density 4"" IPS LED backlit display 1136x640 resolution @ 326ppi;1Gb onboard RAM (non-upgradeable);64Gb of internal storage (non-upgradeable);USB Sync and Charge support;Built-in cameras - front and rear-- The rear ""iSight"" camera supports HD video recording (1080p up to 30fps with audio), and also has autofocus, a backside illumination sensor, a hybrid IR filter, and an LED flash. It also has support for tap to focus, face detection, improved video stabilization and panorama shots. The front ""FaceTime HD"" camera takes 1.2 megapixel photos and HD video (720p up to 30fps).;Supports UMTS/HSPA+/DC-HSDPA (850, 900, 1900, 2100 MHz); GSM/EDGE (850, 900, 1800, 1900 MHz); and LTE (Bands 1, 3, 5);Built-in wireless 802.11a/b/g/n;Built-in Bluetooth 4.0;1x Lightning port;1x Headphone port;Built-in Lithium Ion battery;Apple model: A1429 (EMC 2610), MD662 (iPhone5,1);Apple description: iPhone 5 Black and Slate [codename N41];Introduced: September 2012;Discontinued: September 2013",$469.00,http://www.applebits.net/images/products/ip/iph/ip5black.jpg,http://www.applebits.net/catalog/product_info.php?products_id=932&osCsid=huml8jea1lste3re28o5si06j2,
Desktops,Desktops;MacPros;DTXEM2G2406D,Mac Pro Xeon 6 Core/2.4Ghz Dual (12 cores; M12) A1289 MD771[DTXEM2G2406D],"Intel Xeon E5645 6 Core (6 per processor) with 12 MB of ""fully shared"" L3 cache per processor @ 2.4Ghz per processor x2 = 12 cores total -- also known as a 12 core processor machine or 2x 6 Core machine;Architecture: 64 Bit;12Gb RAM DDR3 PC3-10600 (1333Mhz) ECC SDRAM (128Gb actual maximum);1Tb Serial-ATA hard drive (expansion bays up to 4 hard drives);Tray-loading Dual Layer SuperDrive optical drive -- reads/writes/rewrites CDs and DVDs (expansion bays up to 2 optical drives);ATI Radeon HD 5770 graphics card with 1GB GDDR5 SDRAM; PCI Express 16-lane (1x dual-link DVI; 2x MiniDisplay Port)-- Supports up to 2 displays on the one card;Audio in - 1x 3.5mm analog input jack; 1x optical S/PDIF (Toslink) input;Audio out - 2x 3.5mm analog output jacks; 1x optical S/PDIF (Toslink) output; 1x built-in speaker;2x built-in 10/100/1000BASE-T Gigabit Ethernet;Built-in 802.11a/b/g/n AirPort Extreme wireless;Bluetooth 2.1 + EDR card;2x 4-lane PCIe 2.0 slots; 2x 16-lane PCIe 2.0 slots (PCIe = PCI Express);4x FireWire 800 ports (up to 800 Mbps);5x USB 2.0 ports (up to 480 Mbps);Model ID: A1289 (EMC 2629), MD771 (MacPro5,1);Apple description: Mac Pro (Mid 2012) [codename Westmere];Introduced: June 2012;Discontinued: October 2013*;The below figures may vary and change according to the Geekbench website:-- Geekbench 2 (64 bit): 19887-- Geekbench 3 (32 bit): 20107-- Geekbench 3 (64 bit): 22053","$2,695.00",http://www.applebits.net/images/products/dt/xe/dtxempro.jpg,http://www.applebits.net/catalog/product_info.php?products_id=931&osCsid=huml8jea1lste3re28o5si06j2,
Parts,Parts;Desktops;iMacCore;2;Duos;iMacCD/C2Duos;Videocards;PADT661;5579,"Video card: ATI Radeon 5670 HD 512Mb iMac 27"" M10 661-5579[PADT661-5579]",,$449.00,,http://www.applebits.net/catalog/product_info.php?products_id=930&osCsid=huml8jea1lste3re28o5si06j2,
Parts,Parts;Desktops;iMacCore;2;Duos;iMacCD/C2Duos;Logicboards;PADT661;4428,"Logic board: iMac Core 2 Duo 24"" 2.4Ghz 661-4428 820-2110-A[PADT661-4428]",,$449.00,,http://www.applebits.net/catalog/product_info.php?products_id=929&osCsid=huml8jea1lste3re28o5si06j2,
iPads/iPhones/iPods,iPads/iPhones/iPods;iPhones;iPhone6/6Plus;IP06P0G064SW,iPhone 6 Plus 64Gb A1524 MGAJ2 Silver/White [used/refurb][IP06P0G064SW],"iPhone 6 Plus with Apple A8 processor @ 1.4Ghz (1x processor; 2x cores);Ultra high-density 5.5"" IPS LED backlit ""Retina HD"" display 1920x1080 resolution @ 401ppi;1Gb onboard RAM (non-upgradeable);64Gb of internal storage (non-upgradeable);USB Sync and Charge support;Built-in cameras - front and rear-- The rear 8 megapixel ""iSight"" camera has 1.5 micron pixels and a f/2.2 aperture and supports HD video recording (1080p up to 30fps with audio as well as support for ""slo-mo"" video (120fps or 240fps.) Apple states that this camera includes new ""Autofocus with Focus Pixels"" (phase detection autofocus capability), and also has a sapphire crystal lens cover, a dual LED-based flash that Apple refers to as ""True Tone,"" a backside illumination sensor, a five-element lens, and a hybrid IR filter. In software, the camera also supports auto image stabilization, auto HDR for photos, ""improved"" face detection, panorama support up to 43 megapixels, burst mode, photo geotagging, and a timer mode. The front ""FaceTime"" camera has an f/2.2 aperture and takes 1.2 megapixel photos and 720p HD video.;Supports CDMA EV-DO Rev. A and Rev. B (800, 1700/2100, 1900, 2100 MHz), UMTS/HSPA+/DC-HSDPA (850, 900, 1700/2100, 1900, 2100 MHz), TD-SCDMA 1900 (F), 2000 (A), GSM/EDGE (850, 900, 1800, 1900 MHz), FDD-LTE (Bands 1, 2, 3, 4, 5, 7, 8, 13, 17, 18, 19, 20, 25, 26, 28, 29), [and] TD-LTE (Bands 38, 39, 40, 41).;Built-in wireless 802.11a/b/g/n/ac;Built-in Bluetooth 4.0;1x Lightning port;1x Headphone port;Built-in Lithium Ion battery;Apple model: A1524 (EMC 2817), MGAJ2 (iPhone7,1);Apple description: iPhone 6 Plus Silver/White [codename N56];Introduced: September 2014;Discontinued: --Current--","$1,089.00",http://www.applebits.net/images/products/ip/iph/ip6psilver.jpg,http://www.applebits.net/catalog/product_info.php?products_id=926&osCsid=huml8jea1lste3re28o5si06j2,
Peripherals,Peripherals;Monitors;LCD;PEMODLAPCDD5,"Apple 23"" Cinema Display (LCD; DVI) A1082 M9178 Late 2005[PEMODLAPCDD5]","Display type: TFT LCD;Viewable size: 23in;Maximum display colours: 16.7 million;Brightness: 400 cd/m2;Contrast ratio: 700:1;Response time: 14ms;Dot pixel/pitch: 0.258mm;USB ports: 2 at rear (v2.0);FireWire ports: 2 at rear (400Mbps);Resolutions: 1024x640 to 1920x1200;Display cable: DVI, with USB and FireWire 400 cables, and a power cable to slot into the power supply--> Note: Minimum requirements is OS X 10.2 or above, and a valid 32Mb video card with a DVI port is required to drive this display. The relevant computers are a PowerMac G4 with a DVI port on an AGP video card ie: Mirror Drive Doors, but not Yikes or Sawtooth (PCI card only) nor a Cube, Gigabit Ethernet, Digital Audio (16Mb video card standard) nor any of the QuickSilver (no DVI port as standard); all models of PowerMac G5s and Mac Pros are compatible; if you have a PowerMac with an ADC connector and you require two monitors or a dual display, then you require an Apple ADC to DVI adapter.;Apple 90w power supply with power cord included;Apple model: A1082, M9178;Introduced: August 2006;Discontinued: November 2008",$495.00,http://www.applebits.net/images/products/pe/mo/pemo23cddvi.jpg,http://www.applebits.net/catalog/product_info.php?products_id=744&osCsid=llt2ugc7js4iah3jbbv26bc950,
Peripherals,Peripherals;Monitors;LCD;PEMODLAPCDMU,"Apple 23"" Cinema Display NQR (LCD; DVI) A1082 multi scratches[PEMODLAPCDMU]","Note: The NQR (Not Quite Right) refers to a slight redish/pinkish hue or border, which can be seen with a white desktop, but is barely seen when a colourful background or desktop picture is in place. The 'multiple scratches' consists of multiple scratches on the LCD itself. Multiple scratches mean exactly that - multiple scratches that are small and large.",$215.00,http://www.applebits.net/images/products/pe/mo/pemo23cddvi.jpg,http://www.applebits.net/catalog/product_info.php?products_id=730&osCsid=llt2ugc7js4iah3jbbv26bc950,
Peripherals,Peripherals;Monitors;LCD;PEMODLAPCDME,"Apple 23"" Cinema Display NQR (LCD; DVI) A1082 medium scratch[PEMODLAPCDME]","Note: The NQR (Not Quite Right) refers to a slight redish/pinkish hue or border, which can be seen with a white desktop, but is barely seen when a colourful background or desktop picture is in place. The 'medium scratch' consists of medium size scratch (approx 10mm to 30mm) on the LCD itself. We have reduced the pricing accordingly due to these NQR qualities. This display is not suited for graphic designers or photographers who require good colour calibration, but is suited to the average user at home or low-end business user. The Apple 23"" Cinema Display (LCD; DVI) A1082 M9178 Late 2005 has a different LCD panel and does not have this hue.",$265.00,http://www.applebits.net/images/products/pe/mo/pemo23cddvi.jpg,http://www.applebits.net/catalog/product_info.php?products_id=729&osCsid=llt2ugc7js4iah3jbbv26bc950,
Peripherals,Peripherals;Monitors;LCD;PEMOELAPSDMD,"Apple 24"" LED Cinema Display (LCD; Mini DisplayPort) MB382[PEMOELAPSDMD]","Display type: LED-backlit TFT active-matrix LCD;Viewable size: 24"";Maximum display colours: 16.7 million;Brightness: 330 cd/m2;Contrast ratio: 1000:1;Built-in camera: iSight;USB ports: 3 at rear (v2.0);Resolutions: Supports 1920x1200 (optimum), and also 1280x800 and 1024x600;Display cable: Mini DisplayPort, USB and MagSafe power cable to slot into any MacBook, MacBook Pro, or MacBook Air (a MagSafe to MagSafe 2 adapter is required for later MacBook Pro 13""/15"" with Retina displays, or MacBook Air 11""/13"" with a MagSafe 2 port)--> Note: The minimum requirements are OS X 10.5 or above, and a Mac with a Mini DisplayPort.;Apple model: MB382;Introduced: October 2008;Discontinued: July 2010",$695.00,http://www.applebits.net/images/products/pe/mo/pemo24cdmdp.jpg,http://www.applebits.net/catalog/product_info.php?products_id=626&osCsid=llt2ugc7js4iah3jbbv26bc950,
Peripherals,Peripherals;Monitors;LCD;PEMODLAPCDMM,"Apple 23"" Cinema Display NQR (LCD; DVI) A1082 minor mark/scr[PEMODLAPCDMM]","Note: The NQR (Not Quite Right) refers to a slight redish/pinkish hue or border, which can be seen with a white desktop, but is barely seen when a colourful background or desktop picture is in place. The 'minor mark/scratch' consists of minor mark and/or scratch (approx 5mm to 10mm) on the LCD itself. We have reduced the pricing accordingly due to this NQR quality. This display is not suited for graphic designers or photographers who require good colour calibration, but is suited to the average user at home or low-end business user. The Apple 23"" Cinema Display (LCD; DVI) A1082 M9178 Late 2005 has a different LCD panel and does not have this hue.",$315.00,http://www.applebits.net/images/products/pe/mo/pemo23cddvi.jpg,http://www.applebits.net/catalog/product_info.php?products_id=535&osCsid=llt2ugc7js4iah3jbbv26bc950,
Peripherals,Peripherals;Monitors;LCD;PEMOKLAPCDDV,"Apple 30"" Cinema Display (LCD; DVI) A1083 M9179[PEMOKLAPCDDV]","Display type: TFT LCD;Viewable size: 30in;Maximum display colours: 16.7 million;Brightness: 270 cd/m2;Contrast ratio: 400:1;Response time: 14ms;Dot pixel/pitch: 0.250mm;USB ports: 2 at rear (v2.0);FireWire ports: 2 at rear (400Mbps);Resolutions: 1024x640 to 2560x1600;Display cable: DVI, with USB and FireWire 400 cables, and a power cable to slot into the power supply--> Note: Minimum requirements is OS X 10.2.8 or above, and a valid dual-link video card with a DVI port is required to drive this display. The relevant computers are a PowerMac G5 or Mac Pro with a dual DVI ports on the AGP video card ie: the new NVIDIA GeForce 6800 Ultra DDL graphics card with 256Mb is required in order to display the maximum resolution.;Apple 150w power supply with power cord included;Apple model: A1083, M9179;Introduced: June 2004;Discontinued: --","$1,395.00",http://www.applebits.net/images/products/pe/mo/pemo30cddvi.jpg,http://www.applebits.net/catalog/product_info.php?products_id=463&osCsid=llt2ugc7js4iah3jbbv26bc950,
Peripherals,Peripherals;Monitors;LCD;PEMODLAPCDDV,"Apple 23"" Cinema Display NQR (LCD; DVI) A1082 M9178[PEMODLAPCDDV]","Note: The NQR (Not Quite Right) refers to a slight reddish/pinkish hue or border, which can be seen with a white desktop, but is barely seen when a colourful background or desktop picture is in place. We have reduced the pricing accordingly due to this NQR quality. This display is not suited for graphic designers or photographers who require good colour calibration, but is suited to the average user at home or low-end business user. The Apple 23"" Cinema Display (LCD; DVI) A1082 M9178 Late 2005 has a different LCD panel and does not have this hue.",$345.00,http://www.applebits.net/images/products/pe/mo/pemo23cddvi.jpg,http://www.applebits.net/catalog/product_info.php?products_id=307&osCsid=llt2ugc7js4iah3jbbv26bc950,
Peripherals,Peripherals;Monitors;LCD;PEMODLAPCDAD,"Apple 23"" Cinema Display HD (LCD; ADC) M8536 M8537[PEMODLAPCDAD]","Display type: TFT LCD;Viewable size: 23in;Maximum display colours: 16.7 million;Brightness: 200 cd/m2;Contrast ratio: 350:1;Dot pixel/pitch: 0.258mm;USB ports: 2 at rear (v1.0);Resolutions: 800x500 to 1920x1200;Display cable: ADC--> Note: Minimum requirements is OS 9.2.2 or OS X 10.2 or above, and a valid 32Mb video card with an ADC port is required to drive this display. The ADC port supplies both power and video to the display. The relevant computers are a PowerMac G4 with ADC port on an AGP video card ie: QuickSilver, Mirror Drive Doors, but not Yikes or Sawtooth (PCI card only) nor a Cube, Gigabit Ethernet, Digital Audio (16Mb video card standard); early some models of PowerMac G5s are supported ie: PowerMac G5 (original), PowerMac G5 (June 2004) or PowerMac G5 (Late 2004); if you have a PowerMac or PowerBook with a DVI port then you require an Apple ADC to DVI adapter.;Apple model: M8536, M8537;Introduced: March 2002;Discontinued: June 2004",$225.00,http://www.applebits.net/images/products/pe/mo/pemo23cdadc.jpg,http://www.applebits.net/catalog/product_info.php?products_id=306&osCsid=llt2ugc7js4iah3jbbv26bc950,
Peripherals,Peripherals;Monitors;LCD;PEMOCLAPCDAD,"Apple 22"" Cinema Display (LCD; ADC) M8058 M8149[PEMOCLAPCDAD]","Display type: TFT LCD;Viewable size: 22in;Maximum display colours: 16.7 million;Brightness: 180 cd/m2;Contrast ratio: 300:1;DPI/PPI: 86.45;USB ports: 2 at rear (v1.0);Resolutions: 800x500 to 1600x1024;Display cable: ADC--> Note: Minimum requirements is OS 9.0.4 or OS X 10.1 or above, and a valid 32Mb video card with an ADC port is required to drive this display. The ADC port supplies both power and video to the display. The relevant computers are a PowerMac G4 with ADC port on an AGP video card ie: QuickSilver, Mirror Drive Doors, but not Yikes or Sawtooth (PCI card only) nor a Cube, Gigabit Ethernet, Digital Audio (16Mb video card standard); some models of PowerMac G5s are supported ie: PowerMac G5 (original), PowerMac G5 (June 2004) or PowerMac G5 (Late 2004); if you have a PowerMac or PowerBook with a DVI port then you require an Apple DVI to ADC adapter.;Apple model: M8058, M8149;Introduced: July 2000;Discontinued: January 2003",$165.00,http://www.applebits.net/images/products/pe/mo/pemo22cdadc.jpg,http://www.applebits.net/catalog/product_info.php?products_id=305&osCsid=llt2ugc7js4iah3jbbv26bc950,
Peripherals,Peripherals;Printers;PEPRHP4300N,HP LaserJet 4300N[PEPRHP4300N],Product Options:,$545.00,http://www.applebits.net/images/products/pe/pr/peprhp4300.jpg,http://www.applebits.net/catalog/product_info.php?cPath=25_123&products_id=490&osCsid=gtt5ovv22rfqaja300f5jrf805,
Peripherals,Peripherals;TV/Displays;PETVKO24LEPR,"Kogan 24"" Full HD LED TV with DVD/PVR/SRS - PRO Series[PETVKO24LEPR]","Display type: LED LCD;Viewable size: 23.6in/60cm (1920x1080);Features include:-- PVR Function - The built-in PVR function lets you Pause, Rewind & Record TV directly to any USB plug and play flash drive or powered hard drive! Simply insert your USB device into the TV to record or playback your favourite movies, TV shows and photos.-- DVD Player - Play all your DVDs with the built-in side loading multi-region DVD player.-- HD Digital Tuner - Watch all of the extra digital TV channels, such as the new ABC News 24, ABC2, ABC3, 7mate, 7TWO, GEM, Go!, One HD, 11, SBS HD, SBS Two and the very latest Freeview channels, without the need for an additional set top box.-- SRS TruSurround HD - SRS TruSurround HD creates an immersive, feature-rich surround sound experience from two speakers, complete with rich bass, high frequency detail and clear dialog.-- LED Technology - LED TVs allow for considerable space saving over conventional LCD TVs, resulting in sleek designs and some of the thinnest TVs ever released. LED TVs use 30% less power than conventional LCD TVs of the same size and will help reduce both your carbon footprint and electricity costs.-- 12 Volt input - Run your TV directly from 12V! Perfect for the caravan, campervan or boat.-- Electronic Programme Guide - With an EPG you will never miss your favourite programs again.",$279.00,http://www.applebits.net/images/products/pe/tv/petvko24lepr.jpg,http://www.applebits.net/catalog/product_info.php?cPath=25_146&products_id=635&osCsid=5kpahug99bhr18de3m6oaeorl7,
Parts,Parts;Memory;SO;DIMMDDR3PC3;8500;PAMESOD3G410,SO-DIMM DDR3 PC3-8500 1066Mhz 4Gb kit (2Gb x2)[PAMESOD3G410],"Description: SO-DIMM DDR3 PC8500 1066Mhz 2Gb x2 = total 4Gb (2x SO-DIMMs)Note: Sample image onlyModel: Suit MacBook Intel Core 2 Duo 2Ghz/2.4Ghz 13"" Unibody (original)Note: Suits other models (to be updated)Part number(s): PAMESOD3G41066",$49.00,,http://www.applebits.net/catalog/product_info.php?products_id=937&osCsid=9s6cg6gc84vpf5p380f4q5bm57,
Parts,Parts;Memory;SO;DIMMDDR3PC3;10600;PAMESOD3G610,SO-DIMM: DDR3 PC3-10600 1333Mhz 16Gb kit (8Gb x2)[PAMESOD3G610],"Description: SO-DIMM DDR3 PC10600 1333Mhz 8Gb x2 = total 16Gb (2x SO-DIMMs)Note: Sample image onlyModel: Suit MacBook Intel Core i5 and i7 2011 only in2/2.2/2.3/2.4/2.5/2.6/2.8/2.9 in 13"" and 15"" and 17"" Unibody models (does not suit any 2012 models nor Retina models in both 13"" and 15"")Note: Suits other models (to be updated)Part number(s): PAMESOD3G610",$199.00,,http://www.applebits.net/catalog/product_info.php?products_id=936&osCsid=9s6cg6gc84vpf5p380f4q5bm57,
,;Services/Solutions;;Services;SVREGPMBP357,"Service - GPU repair for MacBook Pro 13""/15""/17"" parts + labour[SVREGPMBP357]","Service: GPU repair for MacBook Pro 13""/15""/17""Symptoms: Common symptoms on MacBook Pros are:-- Horizontal or vertical lines on LCD-- Cannot get past startup screen ie: LCD shows white/grey screen after the Apple logo and startup process-- Purple/blue/red vertical lines or bars on LCD upon startup-- Black screen (no video)-- White/grey screen, and nothing elseComprises: This service includes replacing GPU in MacBook Pro ie: replacing the graphics chip on the logic board with a new GPU; there are other services that provide a cheaper service, but they only provide a solder reflow service or a reheat service. They do not replace the GPU so they are only providing a band aid solution ie: a temporary fix that will fail soon thereafterNote: This service includes parts and labour, a 3 month return to base warranty, and free delivery of your MacBook Pro to you, anywhere in Australia",$369.00,,http://www.applebits.net/catalog/product_info.php?products_id=934&osCsid=9s6cg6gc84vpf5p380f4q5bm57,
iPads/iPhones/iPods,iPads/iPhones/iPods;iPhones;iPhone5/5s;IP0500G064WS,iPhone 5 64Gb A1429 MD663 White/Silver [used/refurb][IP0500G064WS],"iPhone 5 with Apple A6 processor @ 1.3Ghz (1x processor; 2x cores);Ultra high-density 4"" IPS LED backlit display 1136x640 resolution @ 326ppi;1Gb onboard RAM (non-upgradeable);64Gb of internal storage (non-upgradeable);USB Sync and Charge support;Built-in cameras - front and rear-- The rear ""iSight"" camera supports HD video recording (1080p up to 30fps with audio), and also has autofocus, a backside illumination sensor, a hybrid IR filter, and an LED flash. It also has support for tap to focus, face detection, improved video stabilization and panorama shots. The front ""FaceTime HD"" camera takes 1.2 megapixel photos and HD video (720p up to 30fps).;Supports UMTS/HSPA+/DC-HSDPA (850, 900, 1900, 2100 MHz); GSM/EDGE (850, 900, 1800, 1900 MHz); and LTE (Bands 1, 3, 5);Built-in wireless 802.11a/b/g/n;Built-in Bluetooth 4.0;1x Lightning port;1x Headphone port;Built-in Lithium Ion battery;Apple model: A1429 (EMC 2610), MD663 (iPhone5,1);Apple description: iPhone 5 White and Silver [codename N41];Introduced: September 2012;Discontinued: September 2013",$469.00,http://www.applebits.net/images/products/ip/iph/ip5white.jpg,http://www.applebits.net/catalog/product_info.php?products_id=933&osCsid=9s6cg6gc84vpf5p380f4q5bm57,
iPads/iPhones/iPods,iPads/iPhones/iPods;iPhones;iPhone5/5s;IP0500G064BS,iPhone 5 64Gb A1429 MD662 Black/Slate [used/refurb][IP0500G064BS],"iPhone 5 with Apple A6 processor @ 1.3Ghz (1x processor; 2x cores);Ultra high-density 4"" IPS LED backlit display 1136x640 resolution @ 326ppi;1Gb onboard RAM (non-upgradeable);64Gb of internal storage (non-upgradeable);USB Sync and Charge support;Built-in cameras - front and rear-- The rear ""iSight"" camera supports HD video recording (1080p up to 30fps with audio), and also has autofocus, a backside illumination sensor, a hybrid IR filter, and an LED flash. It also has support for tap to focus, face detection, improved video stabilization and panorama shots. The front ""FaceTime HD"" camera takes 1.2 megapixel photos and HD video (720p up to 30fps).;Supports UMTS/HSPA+/DC-HSDPA (850, 900, 1900, 2100 MHz); GSM/EDGE (850, 900, 1800, 1900 MHz); and LTE (Bands 1, 3, 5);Built-in wireless 802.11a/b/g/n;Built-in Bluetooth 4.0;1x Lightning port;1x Headphone port;Built-in Lithium Ion battery;Apple model: A1429 (EMC 2610), MD662 (iPhone5,1);Apple description: iPhone 5 Black and Slate [codename N41];Introduced: September 2012;Discontinued: September 2013",$469.00,http://www.applebits.net/images/products/ip/iph/ip5black.jpg,http://www.applebits.net/catalog/product_info.php?products_id=932&osCsid=9s6cg6gc84vpf5p380f4q5bm57,
Desktops,Desktops;MacPros;DTXEM2G2406D,Mac Pro Xeon 6 Core/2.4Ghz Dual (12 cores; M12) A1289 MD771[DTXEM2G2406D],"Intel Xeon E5645 6 Core (6 per processor) with 12 MB of ""fully shared"" L3 cache per processor @ 2.4Ghz per processor x2 = 12 cores total -- also known as a 12 core processor machine or 2x 6 Core machine;Architecture: 64 Bit;12Gb RAM DDR3 PC3-10600 (1333Mhz) ECC SDRAM (128Gb actual maximum);1Tb Serial-ATA hard drive (expansion bays up to 4 hard drives);Tray-loading Dual Layer SuperDrive optical drive -- reads/writes/rewrites CDs and DVDs (expansion bays up to 2 optical drives);ATI Radeon HD 5770 graphics card with 1GB GDDR5 SDRAM; PCI Express 16-lane (1x dual-link DVI; 2x MiniDisplay Port)-- Supports up to 2 displays on the one card;Audio in - 1x 3.5mm analog input jack; 1x optical S/PDIF (Toslink) input;Audio out - 2x 3.5mm analog output jacks; 1x optical S/PDIF (Toslink) output; 1x built-in speaker;2x built-in 10/100/1000BASE-T Gigabit Ethernet;Built-in 802.11a/b/g/n AirPort Extreme wireless;Bluetooth 2.1 + EDR card;2x 4-lane PCIe 2.0 slots; 2x 16-lane PCIe 2.0 slots (PCIe = PCI Express);4x FireWire 800 ports (up to 800 Mbps);5x USB 2.0 ports (up to 480 Mbps);Model ID: A1289 (EMC 2629), MD771 (MacPro5,1);Apple description: Mac Pro (Mid 2012) [codename Westmere];Introduced: June 2012;Discontinued: October 2013*;The below figures may vary and change according to the Geekbench website:-- Geekbench 2 (64 bit): 19887-- Geekbench 3 (32 bit): 20107-- Geekbench 3 (64 bit): 22053","$2,695.00",http://www.applebits.net/images/products/dt/xe/dtxempro.jpg,http://www.applebits.net/catalog/product_info.php?products_id=931&osCsid=9s6cg6gc84vpf5p380f4q5bm57,
Parts,Parts;Desktops;iMacCore;2;Duos;iMacCD/C2Duos;Videocards;PADT661;5579,"Video card: ATI Radeon 5670 HD 512Mb iMac 27"" M10 661-5579[PADT661-5579]",,$449.00,,http://www.applebits.net/catalog/product_info.php?products_id=930&osCsid=9s6cg6gc84vpf5p380f4q5bm57,
Parts,Parts;Desktops;iMacCore;2;Duos;iMacCD/C2Duos;Logicboards;PADT661;4428,"Logic board: iMac Core 2 Duo 24"" 2.4Ghz 661-4428 820-2110-A[PADT661-4428]",,$449.00,,http://www.applebits.net/catalog/product_info.php?products_id=929&osCsid=9s6cg6gc84vpf5p380f4q5bm57,
iPads/iPhones/iPods,iPads/iPhones/iPods;iPhones;iPhone6/6Plus;IP06P0G064SW,iPhone 6 Plus 64Gb A1524 MGAJ2 Silver/White [used/refurb][IP06P0G064SW],"iPhone 6 Plus with Apple A8 processor @ 1.4Ghz (1x processor; 2x cores);Ultra high-density 5.5"" IPS LED backlit ""Retina HD"" display 1920x1080 resolution @ 401ppi;1Gb onboard RAM (non-upgradeable);64Gb of internal storage (non-upgradeable);USB Sync and Charge support;Built-in cameras - front and rear-- The rear 8 megapixel ""iSight"" camera has 1.5 micron pixels and a f/2.2 aperture and supports HD video recording (1080p up to 30fps with audio as well as support for ""slo-mo"" video (120fps or 240fps.) Apple states that this camera includes new ""Autofocus with Focus Pixels"" (phase detection autofocus capability), and also has a sapphire crystal lens cover, a dual LED-based flash that Apple refers to as ""True Tone,"" a backside illumination sensor, a five-element lens, and a hybrid IR filter. In software, the camera also supports auto image stabilization, auto HDR for photos, ""improved"" face detection, panorama support up to 43 megapixels, burst mode, photo geotagging, and a timer mode. The front ""FaceTime"" camera has an f/2.2 aperture and takes 1.2 megapixel photos and 720p HD video.;Supports CDMA EV-DO Rev. A and Rev. B (800, 1700/2100, 1900, 2100 MHz), UMTS/HSPA+/DC-HSDPA (850, 900, 1700/2100, 1900, 2100 MHz), TD-SCDMA 1900 (F), 2000 (A), GSM/EDGE (850, 900, 1800, 1900 MHz), FDD-LTE (Bands 1, 2, 3, 4, 5, 7, 8, 13, 17, 18, 19, 20, 25, 26, 28, 29), [and] TD-LTE (Bands 38, 39, 40, 41).;Built-in wireless 802.11a/b/g/n/ac;Built-in Bluetooth 4.0;1x Lightning port;1x Headphone port;Built-in Lithium Ion battery;Apple model: A1524 (EMC 2817), MGAJ2 (iPhone7,1);Apple description: iPhone 6 Plus Silver/White [codename N56];Introduced: September 2014;Discontinued: --Current--","$1,089.00",http://www.applebits.net/images/products/ip/iph/ip6psilver.jpg,http://www.applebits.net/catalog/product_info.php?products_id=926&osCsid=9s6cg6gc84vpf5p380f4q5bm57,
Software/Manuals,Software/Manuals;Manuals;UMGSC650,Getting started with your Macintosh Centris 650[UMGSC650],Type: Users ManualComputer:Getting started with your Macintosh Centris 650Pages:40Part Number(s) : 030-3045-A ,$9.95,,http://www.applebits.net/catalog/product_info.php?cPath=27_28&products_id=148&osCsid=nqt7rbhq5pnl93t8f299pfe511,
Software/Manuals,Software/Manuals;Manuals;UMGSIIVIVX,Getting started with your Macintosh IIvi and IIvx[UMGSIIVIVX],Type: Users ManualComputer:Getting started with your Macintosh IIvi and IIvxPages:40Part Number(s) : 030-2942-A ,$9.95,,http://www.applebits.net/catalog/product_info.php?cPath=27_28&products_id=149&osCsid=nqt7rbhq5pnl93t8f299pfe511,
Software/Manuals,Software/Manuals;Manuals;UMGSIIvx,Getting started with your Macintosh IIvx[UMGSIIvx],Type: Users ManualComputer: Getting started with your Macintosh IIvxPages: 41Part number(s): 030-2630-A,$9.95,,http://www.applebits.net/catalog/product_info.php?cPath=27_28&products_id=130&osCsid=nqt7rbhq5pnl93t8f299pfe511,
Software/Manuals,Software/Manuals;Manuals;GSLC475,Getting started with your Macintosh LC 475[GSLC475],Type: Users ManualComputer: Getting started with LC 475Pages: 22Part number(s): 030-4375-A,$9.95,,http://www.applebits.net/catalog/product_info.php?cPath=27_28&products_id=127&osCsid=nqt7rbhq5pnl93t8f299pfe511,
Software/Manuals,Software/Manuals;Manuals;UMGSLCIII,Getting started with your Macintosh LC III[UMGSLCIII],Type: Users ManualComputer: Getting started with your macintosh LCIIIPages: 26Part number(s): 030-2927-A,$9.95,,http://www.applebits.net/catalog/product_info.php?cPath=27_28&products_id=131&osCsid=nqt7rbhq5pnl93t8f299pfe511,
Software/Manuals,Software/Manuals;Manuals;UMGSPB140170,Getting started with your Macintosh Powerbook 140/170[UMGSPB140170],Type: Users ManualComputer:Getting started with your Macintosh Powerbook 140/170Pages:22Part Number(s) : 030-2392-A ,$9.95,,http://www.applebits.net/catalog/product_info.php?cPath=27_28&products_id=143&osCsid=nqt7rbhq5pnl93t8f299pfe511,
